Thesis #,Author,Year,Title,Academic department,City,University,No. of pages,Thesis type,Label,Keywords,
TD-00676,"Tripathi, R.",2012,Mortality and pathological conditions in quails,Zoology,Kanpur,"C.S.J.M. University, Kanpur",132,Ph.D.,TD-00676,Quails,
,Galliformes,,,,,,,,,,
,Avian pathology,,,,,,,,,,
,Mortality,,,,,,,,,,
TD-00677,"Begum, H.",1986,Photorefractoriness in Indian Quails,Zoology,Kanpur,University of Kanpur,151,Ph.D.,TD-00677,Quails,
,Rain Quail,,,,,,,,,,
,Coturnix coromandelica,,,,,,,,,,
,Photoperiod,,,,,,,,,,
,Photostimulation,,,,,,,,,,
,Gonadal development,,,,,,,,,,
TD-00678,"Srinivasta, R. B.",1976,Innervation of the heart and blood vessels in certain birds,Zoology,Kanpur,University of Kanpur,128,Ph.D.,TD-00678,Bird physiology,
,Avian physiology & anatomy,,,,,,,,,,
,Avian Neurocardiology,,,,,,,,,,
TD-00679,"Mathur, P. K.",1970,Studies on the sinuatrial and the atrioventricular connecting (conducting) tissue in the heart of birds and mammals,Zoology,Kanpur,"University of Kanpur, Kanpur",135,Ph.D.,TD-00679,Bird physiology,
,Avian physiology & anatomy,,,,,,,,,,
,Psittacula eupatria,,,,,,,,,,
,Alexandrine Parakeet,,,,,,,,,,
,Tyto alba,,,,,,,,,,
,Barn Owl,,,,,,,,,,
TD-00680,"Singh, A. M.",1992,Effect of some environmental factors on the annual reproductive cycle of quails,Zoology,Kanpur,"University of Kanpur, Kanpur",74,Ph.D.,TD-00680,Quails,
,Rain Quail,,,,,,,,,,
,Coturnix coromandelica,,,,,,,,,,
,Photoperiod,,,,,,,,,,
,Gonadal development,,,,,,,,,,
,Photoperiod,,,,,,,,,,
TD-00681,"Kanaujia, K.",2001,Thyroidal and gonadal relationship in Rain Quail (Coturnix coromandelica),Zoology,Kanpur,"University of Kanpur, Kanpur",201,Ph.D.,TD-00681,Quails,
,Rain Quail,,,,,,,,,,
,Coturnix coromandelica,,,,,,,,,,
,Gonadal cycle,,,,,,,,,,
,Seasonal changes,,,,,,,,,,
,Gonadal development,,,,,,,,,,
,Bird physiology,,,,,,,,,,
TD-00682,"Kumar, N.",1994,Role of steroids in annual gonad development cycle of quails,Zoology,Kanpur,"University of Kanpur, Kanpur",73,Ph.D.,TD-00682,Gonadal development,
,Quails,,,,,,,,,,
,Endocrinal activity,,,,,,,,,,
,Corticosterone,,,,,,,,,,
,Coturnix coromandelica,,,,,,,,,,
,Rain Quail,,,,,,,,,,
,Jungle Bush Quail,,,,,,,,,,
,Perdicula asiatica,,,,,,,,,,
,Seasonal changes,,,,,,,,,,
,Gonadal activity,,,,,,,,,,
TD-00683,"Jaswant, S.",1992,Study of specialised connecting (conducting) tissue in the heart of birds and mammals,Zoology,Kanpur,University of Kanpur,196,Ph.D.,TD-00683,Avian heart,
,Cardiovascular system,,,,,,,,,,
,Bird physiology,,,,,,,,,,
,White-breasted Kingfisher,,,,,,,,,,
,Common Myna,,,,,,,,,,
,Large Pied Wagtail,,,,,,,,,,
,Halcyon smyrnensis,,,,,,,,,,
,Sturnus roseus,,,,,,,,,,
,Rosy Starling,,,,,,,,,,
,Motacilla maderaspatensis,,,,,,,,,,
TD-00684,"Dwivedi, V. P. S.",1979,"Morphology of the cardiac conduction system in a reptile, a bird and a mammal",Zoology,Ajitmal,"University of Kanpur, Kanpur",113,Ph.D.,TD-00684,Cardiac conduction,
,Avian physiology,,,,,,,,,,
,Coturnix coturnix,,,,,,,,,,
,Bird Myology,,,,,,,,,,
,Quails,,,,,,,,,,
,Common Quail,,,,,,,,,,
TD-00685,"Jha, R. R.",1982,Neurohistological studies on the heart of reptiles and birds,Zoology,Kanpur,"University of Kanpur, Kanpur",165,Ph.D.,TD-00685,Terpsiphone paradisi,
,Indian Paradise-flycatcher,,,,,,,,,,
,Emberiza bruniceps,,,,,,,,,,
,Red-headed Bunting,,,,,,,,,,
,Bird Myology,,,,,,,,,,
,Bird Physiology,,,,,,,,,,
,Avian heart,,,,,,,,,,
,Avian physiology,,,,,,,,,,
,Cardiac conduction,,,,,,,,,,
TD-00686,"Sengar, V. S.",2016,Study on threatened species of Sarus Crane Grus antigone antigone and its habitat in Auraiya district to conserve the species in its natural habitat,Zoology,Lakhimpur-Kheri,"Chhatrapai Shahu Ji Maharaj University, Kanpur",133+Appendix,Ph.D.,TD-00686,Grus antigone antigone ,
,Sarus Crane,,,,,,,,,,
,Agroforestry plantation,,,,,,,,,,
,Marshlands,,,,,,,,,,
,Activity pattern,,,,,,,,,,
,Omnivores,,,,,,,,,,
,Courtship display,,,,,,,,,,
,Breeding biology,,,,,,,,,,
,Egg size,,,,,,,,,,
,Life-history strategies,,,,,,,,,,
,Fledgling growth,,,,,,,,,,
,Parental care,,,,,,,,,,
TD-00687,"Tandon, H. O.",1990,"Physiology, cytology & histochemistry of the endocrine organs of few birds",Zoology,Kanpur,"University of Kanpur, Kanpur",121,Ph.D.,TD-00687,Endocrinology,
,Emberiza bruniceps,,,,,,,,,,
,Red-headed Bunting,,,,,,,,,,
,Jungle Bust Quail,,,,,,,,,,
,Perdicula asiatica,,,,,,,,,,
,Uroloncha punctulata,,,,,,,,,,
,Scaly-breasted Munia,,,,,,,,,,
,Spotted Munia,,,,,,,,,,
,Lonchura punctulata,,,,,,,,,,
,Gonadal activity,,,,,,,,,,
,Thyroidal activity,,,,,,,,,,
,Bird physiology,,,,,,,,,,
,Gonadal development,,,,,,,,,,
,Gonadal cycle,,,,,,,,,,
TD-00688,"Saxena, A. K.",1973,Avian endocrinology,Zoology,Kanpur,"University of Kanpur, Kanpur",116,Ph.D.,TD-00688,Common Quail,
,Coturnix coturnix,,,,,,,,,,
,Gonadal cycle,,,,,,,,,,
,Thyroidal activity,,,,,,,,,,
,Endocrinology,,,,,,,,,,
,Bird physiology,,,,,,,,,,
,Quails,,,,,,,,,,
TD-00689,"Kumar, A.",1988,Photoperiodism in Rain Quail,Zoology,Kanpur,"University of Kanpur, Kanpur",127,Ph.D.,TD-00689,Photoperiod,
,Rain Quail,,,,,,,,,,
,Coturnix coromandelica,,,,,,,,,,
,Gonadal development,,,,,,,,,,
,Gonadal cycle,,,,,,,,,,
TD-00690,"Singh, S.",1993,Seasonality in birds: the involvement of thyroid,Zoology,Kanpur,"University of Kanpur, Kanpur",160,Ph.D.,TD-00690,Reproductive system,
,Estrilda amandava,,,,,,,,,,
,Amandava amandava,,,,,,,,,,
,Red Munia,,,,,,,,,,
,Gonadal activity,,,,,,,,,,
,Photoperiod,,,,,,,,,,
TD-00691,"Bajpai, M.",2002,"Variations in the haematological parameters in Rose-ringed Parakeet, Psittacula krameri manillensis (Bechstein) in relation to sex and season",Zoology,Kanpur,"C.S.J.M. University, Kanpur",239,Ph.D.,TD-00691,Rose-ringed Parakeet,
,Psittacula krameri,,,,,,,,,,
,Haematology,,,,,,,,,,
,Seasonal changes,,,,,,,,,,
TD-00692,"Saxena, M.",2002,Factors regulating breeding cycle of birds,Zoology,Kanpur,"C.S.J.M. University, Kanpur",134,Ph.D.,TD-00692,Grey Quail,
,Coturnix coturnix,,,,,,,,,,
,Reproductive system,,,,,,,,,,
,Photoperiod,,,,,,,,,,
,Gonadal development,,,,,,,,,,
,Steroidogenesis,,,,,,,,,,
,Common Quail,,,,,,,,,,
,Thyroxine,,,,,,,,,,
TD-00693,"Singh, K.",1992,Photoperiod regulating avian breeding cycle of quails,Zoology,Kanpur,"University, Kanpur, Kanpur",103,Ph.D.,TD-00693,Photoperiod,
,Quails,,,,,,,,,,
,Common Quail,,,,,,,,,,
,Coturnix coturnix,,,,,,,,,,
,Grey Quail,,,,,,,,,,
,Coturnix coromandelica,,,,,,,,,,
,Reproductive system,,,,,,,,,,
,Gonadal activity,,,,,,,,,,
,Circadian rhythm,,,,,,,,,,
TD-00694,"Sharma, R.",1993,Scotorefractoriness in Quail,Zoology,Kanpur,"University of Kanpur, Kanpur",99,Ph.D.,TD-00694,Quails,
,Common Quail,,,,,,,,,,
,Coturnix coturnix,,,,,,,,,,
,Gonadal development,,,,,,,,,,
,Photoperiod,,,,,,,,,,
TD-00695,"Singhal, L. K.",1982,Role of photoperiodism and its relationship with circadian rhythms of activity in a tropical bird,Zoology,Kanpur,"University of Kanpur, Kanpur",126,Ph.D.,TD-00695,Photoperiod,
,Circadian rhythm,,,,,,,,,,
,Quails,,,,,,,,,,
,Common Quail,,,,,,,,,,
,Coturnix coturnix,,,,,,,,,,
,Grey Quail,,,,,,,,,,
,Gonadal development,,,,,,,,,,
,Gonadal cycle,,,,,,,,,,
TD-00697,"Prakash, S.",2018,"Studies on some aspects of ecobiology of the resident Gyps species of Vulture in Hazaribag district, Jharkhand",Department of Zoology,Hazaribag,Vinoba Bhave University,273+Appendices,Ph.D.,TD-00697,Vultures,
,Gyps sp.,,,,,,,,,,
,Gyps bengalensis,,,,,,,,,,
,Gyps indicus,,,,,,,,,,
,Critically endangered species,,,,,,,,,,
,Nest-site selection,,,,,,,,,,
,Nesting success,,,,,,,,,,
,Activity pattern,,,,,,,,,,
,Nestling growth,,,,,,,,,,
,Parental care,,,,,,,,,,
,Nesting behaviour,,,,,,,,,,
,Diclofenac poisoning,,,,,,,,,,
,Species conservation,,,,,,,,,,
,Vulture conservation,,,,,,,,,,
TD-00698,"Bhattacharyya, S. P.",1968,A comparative study of the histology and histochemistry of avian sebaceous gland,Department of Zoology,Calcutta,University of Calcutta,132,Ph.D.,TD-00698,Histology,
,Histochemical studies,,,,,,,,,,
,Bubulcus ibis,,,,,,,,,,
,Gallus domesticus,,,,,,,,,,
,Coturnix coturnix,,,,,,,,,,
,Anas querquedula,,,,,,,,,,
,Anas acuta,,,,,,,,,,
,Columba livia,,,,,,,,,,
,Acridotheres tristis,,,,,,,,,,
,Passer domesticus,,,,,,,,,,
,Corvus splendens,,,,,,,,,,
,Pycnonotus cafer,,,,,,,,,,
,Cell physiology,,,,,,,,,,
TD-00699,"Sitaraman, S.",1974,Avian adrenal cortico-medullary relationship under conditions of stress and other endocrine manipulations,Department of Zoology,Calcutta,University of Calcutta,75,Ph.D.,TD-00699,Adrenal gland,
,Bird physiology,,,,,,,,,,
,Metabolism,,,,,,,,,,
,Blue Rock Pigeon,,,,,,,,,,
,Methylation,,,,,,,,,,
,Endocrinology,,,,,,,,,,
TD-00700,"Datta, B.",1967,Avian adrenomedullary catechol hormones in the maintenance of circulatory and glycemic homeostasis,Zoology,Calcutta,University of Calcutta,71,Ph.D.,TD-00700,Adrenal gland,
,Bird physiology,,,,,,,,,,
,Metabolism,,,,,,,,,,
,Gallus domesticus,,,,,,,,,,
,Homeostasis,,,,,,,,,,
,Endocrinology,,,,,,,,,,
TD-00701,"Chakraborty, S.",1982,Comparative and physiological cytology of the avian pineal,Department of Zoology,Calcutta,University of Calcutta,139,Ph.D.,TD-00701,Bird physiology,
,Morphometry,,,,,,,,,,
,Accipiter badius,,,,,,,,,,
,Owls,,,,,,,,,,
,Weavers,,,,,,,,,,
,Ploceus philippinus,,,,,,,,,,
,Blossom-headed Parakeet,,,,,,,,,,
,Psittacula cyanocephala,,,,,,,,,,
,Pineal parenchyma,,,,,,,,,,
,Photoperiod,,,,,,,,,,
,Pineal cellular response,,,,,,,,,,
,Melatonin ,,,,,,,,,,
,Endocrinology,,,,,,,,,,
TD-00702,"Bandyopadhyay, M.",1984,The role of sympathico-adrenomedullary system on the reproductive physiology of the Weaver bird (Ploceus philippinus),Department of Zoology,Calcutta,University of Calcutta,141,Ph.D.,TD-00702,Adreno-medullar activity,
,Bird physiology,,,,,,,,,,
,Weaver bird,,,,,,,,,,
,Ploceus philippinus,,,,,,,,,,
,Gonadal activity,,,,,,,,,,
,Photostimulation,,,,,,,,,,
,Testicular development,,,,,,,,,,
,Photoperiod,,,,,,,,,,
,Endocrinology,,,,,,,,,,
TD-00703,"Bhattacharyya, S.",1971,Thyroid-adrenomedullary catechol hormone interrelationship in the avian physiology,Department of Zoology,Calcutta,University of Calcutta,85,Ph.D.,TD-00703,Adreno-medullar activity,
,Thyroidal activity,,,,,,,,,,
,Blue Rock Pigeon,,,,,,,,,,
,Columba livia,,,,,,,,,,
,Bird physiology,,,,,,,,,,
,Avian physiology & anatomy,,,,,,,,,,
,Endocrinology,,,,,,,,,,
TD-00704,"Chattopadhyay, M.",1986,Adrenomedullary participation in certain aspects of avian carbohydrate metabolism,Department of Zoology,Calcutta,University of Calcutta,76,Ph.D.,TD-00704,Adreno-medullar activity,
,Bird physiology,,,,,,,,,,
,Avian physiology & anatomy,,,,,,,,,,
,Endocrinology,,,,,,,,,,
,Carbohydrate metabolism,,,,,,,,,,
,Metabolism,,,,,,,,,,
,Blood glucose,,,,,,,,,,
,Glycemic homeostasis,,,,,,,,,,
,Glucose regulation,,,,,,,,,,
TD-00705,"Kripalani, K. P.",1965,Some aspects of histophysiological studies on the avian neurosecretory system,Department of Zoology,Calcutta,University of Calcutta,95,Ph.D.,TD-00705,Avian physiology & anatomy,
,Neurosecretory system,,,,,,,,,,
,Bird physiology,,,,,,,,,,
,Metabolism,,,,,,,,,,
,Munia malacca,,,,,,,,,,
,Uroloncha punctulata,,,,,,,,,,
,Uroloncha malabarica,,,,,,,,,,
,Spotted Munia,,,,,,,,,,
,Scaly-breasted Munia,,,,,,,,,,
,Lonchura malacca,,,,,,,,,,
,Indian Silverbill,,,,,,,,,,
,Euodice malabarica,,,,,,,,,,
,Neuro-endocrinology,,,,,,,,,,
,Phalacrocorax niger,,,,,,,,,,
,Egretta garzetta,,,,,,,,,,
,Bubulcus ibis,,,,,,,,,,
,Capella gallinago,,,,,,,,,,
,Brachypternus benghalensis,,,,,,,,,,
,Otus bakkamoena,,,,,,,,,,
,Halcyon smyrensis,,,,,,,,,,
,Neuronal physiology,,,,,,,,,,
TD-00706,"Das, M.",1994,Avian endocrine pancrease -  an experimental model for endocrine controlled glucoregulatory studies,Department of Zoology,Calcutta,University of Calcutta,32,Ph.D.,TD-00706,Avian physiology & anatomy,
,Bird physiology,,,,,,,,,,
,Metabolism,,,,,,,,,,
,Endocrinology,,,,,,,,,,
,Glucose regulation,,,,,,,,,,
,Glycemic homeostasis,,,,,,,,,,
,Blue Rock Pigeon,,,,,,,,,,
,Columba livia,,,,,,,,,,
,Common Myna,,,,,,,,,,
,Acridotheres tristis,,,,,,,,,,
,Calcium channel blockers,,,,,,,,,,
TD-00707,"Bhakta, D. K.",1980,Chemocytological study of the avian adrenal medulla,Department of Zoology,Calcutta,University of Calcutta,111,Ph.D.,TD-00707,Adreno-medullar activity,
,Avian physiology & anatomy,,,,,,,,,,
,Bird physiology,,,,,,,,,,
,Metabolism,,,,,,,,,,
,Endocrinology,,,,,,,,,,
,Methylation,,,,,,,,,,
,Common Snipe,,,,,,,,,,
,Capella gallinago,,,,,,,,,,
,Gallinago gallinago,,,,,,,,,,
TD-00708,"Sarkar, A. K.",1962,Cytological and cytochemical studies on the sexual endocrinology of the subtropical male House Sparrow,Department of Zoology,Calcutta,University of Calcutta,85,Ph.D.,TD-00708,Avian physiology & anatomy,
,Bird physiology,,,,,,,,,,
,Endocrinology,,,,,,,,,,
,House Sparrow,,,,,,,,,,
,Passer domesticus,,,,,,,,,,
,Gonadal growth,,,,,,,,,,
,Reproductive system,,,,,,,,,,
,Gonadal activity,,,,,,,,,,
TD-00709,"Manna, C. K.",1976,Cytophysiological investigation of the avian adrenocortical zonation,Department of Zoology,Calcutta,University of Calcutta,106,Ph.D.,TD-00709,Avian physiology & anatomy,
,Bird physiology,,,,,,,,,,
,Endocrinology,,,,,,,,,,
,Adrenocortical metabolism,,,,,,,,,,
,Rose-ringed Parakeet,,,,,,,,,,
,Psittacula krameri,,,,,,,,,,
,Grey Quail,,,,,,,,,,
,Coturnix coturnix,,,,,,,,,,
,Common Myna,,,,,,,,,,
,Acridotheres tristis,,,,,,,,,,
TD-00710,"Guha, B.",1972,Cytophysiological study of the avian endocrine pancreas,Department of Zoology,Calcutta,University of Calcutta,162,Ph.D.,TD-00710,Avian physiology & anatomy,
,Bird physiology,,,,,,,,,,
,Endocrinology,,,,,,,,,,
,Histology,,,,,,,,,,
,Seasonal changes,,,,,,,,,,
,Glycemic homeostasis,,,,,,,,,,
,Blood glucose,,,,,,,,,,
,Blue Rock Pigeon,,,,,,,,,,
,Columba livia,,,,,,,,,,
,European Blackbird,,,,,,,,,,
,Turdus merula,,,,,,,,,,
,Rosy Pastor,,,,,,,,,,
,Sturnus roseus,,,,,,,,,,
,Corvus splendens,,,,,,,,,,
,Psittacula krameria,,,,,,,,,,
,Lonchura malacca,,,,,,,,,,
,Halcyon smyrnensis,,,,,,,,,,
,Coturnix coturnix,,,,,,,,,,
,Adrenal gland,,,,,,,,,,
TD-00711,"Ganguly, A.",1973,Cytophysiology of avian salivary glands,Department of Zoology,Calcutta,University of Calcutta,134,Ph.D.,TD-00711,Histology,
,Avian physiology & anatomy,,,,,,,,,,
,Bubulcus ibis,,,,,,,,,,
,Histochemical studies,,,,,,,,,,
,Common Myna,,,,,,,,,,
,Acridotheres tristis,,,,,,,,,,
,Blue Rock Pigeon,,,,,,,,,,
,Columba livia,,,,,,,,,,
TD-00712,"Chaudhuri, D.",1985,Effect of hormones of lipolysis in birds,Department of Zoology,Calcutta,University of Calcutta,67,Ph.D.,TD-00712,Hepatosomatic index,
,Rose-ringed Parakeet,,,,,,,,,,
,Collared Scops Owl,,,,,,,,,,
,Seasonal changes,,,,,,,,,,
,Psittacula krameri,,,,,,,,,,
,Otus bakkamoena,,,,,,,,,,
,Avian physiology & anatomy,,,,,,,,,,
,Metabolism,,,,,,,,,,
,Gonadal growth,,,,,,,,,,
,Circadian rhythm,,,,,,,,,,
TD-00713,"Banerjee, J.",1978,Effect of population stress on the histophysiology of avian endocrine organs,Department of Zoology,Calcutta,University of Calcutta,168,Ph.D.,TD-00713,Avian physiology & anatomy,
,Bird physiology,,,,,,,,,,
,Endocrinology,,,,,,,,,,
,Histopathology,,,,,,,,,,
,Blue Rock Pigeon,,,,,,,,,,
,Columba livia,,,,,,,,,,
,Homeostasis,,,,,,,,,,
,Hormone imbalance,,,,,,,,,,
,Social hierarchy,,,,,,,,,,
,Rose-ringed Parakeet,,,,,,,,,,
,Psittacula krameri,,,,,,,,,,
,Adrenocortical metabolism,,,,,,,,,,
,Histology,,,,,,,,,,
,Histochemical studies,,,,,,,,,,
,Population density,,,,,,,,,,
TD-00714,"Ghosh, B.",1988,Effects of ascorbic acid and dehydroascorbic acid as diabetogens in avian group,Department of Zoology,Calcutta,University of Calcutta,60,Ph.D.,TD-00714,Diabetogens,
,Avian physiology & anatomy,,,,,,,,,,
,Bird physiology,,,,,,,,,,
,Glucose regulation,,,,,,,,,,
,Glycemic homeostasis,,,,,,,,,,
TD-00715,"Mahata, S. K.",1987,Extra-adrenomedullary hormonal and neural regulation in catecholamine synthesis and release of avian suprarenal gland,Department of Zoology,Calcutta,University of Calcutta,28,Ph.D.,TD-00715,Avian physiology & anatomy,
,Bird physiology,,,,,,,,,,
,Endocrinology,,,,,,,,,,
,Adreno-medullar activity,,,,,,,,,,
,Catecholamine,,,,,,,,,,
,Homeostasis,,,,,,,,,,
TD-00716,"De, M.",1987,Functional status of bursa-adrenal interaction in avian endocrinology,Department of Zoology,Calcutta,University of Calcutta,72,Ph.D.,TD-00716,Adrenal gland,
,Endocrinology,,,,,,,,,,
,Avian physiology & anatomy,,,,,,,,,,
,Bird physiology,,,,,,,,,,
,Glucocorticoids,,,,,,,,,,
,Immunoregulation,,,,,,,,,,
,Catecholamine,,,,,,,,,,
TD-00717,"Bhattacharyya, T. K.",1965,Histophysiological studies on avian adrenocortical activity,Department of Zoology,Calcutta,University of Calcutta,130,Ph.D.,TD-00717,Aadrenocortical activity,
,Endocrinology,,,,,,,,,,
,Avian physiology & anatomy,,,,,,,,,,
,Bird physiology,,,,,,,,,,
,Gonadal response,,,,,,,,,,
,House Sparrow,,,,,,,,,,
,Passer domesticus,,,,,,,,,,
,Suprarenal glands,,,,,,,,,,
,Stress effects,,,,,,,,,,
,Columba livia,,,,,,,,,,
,Anas poecilorhyncha,,,,,,,,,,
,Acridotheres tristis,,,,,,,,,,
,Bubulcus ibis,,,,,,,,,,
,Corvus splendens,,,,,,,,,,
TD-00718,"De, K.",1995,Interplay of adrenal hormones during stress in birds,Department of Zoology,Calcutta,University of Calcutta,47,Ph.D.,TD-00718,Endocrinology,
,Avian physiology & anatomy,,,,,,,,,,
,Bird physiology,,,,,,,,,,
,Stress effects,,,,,,,,,,
,Stress response,,,,,,,,,,
,Homeostasis,,,,,,,,,,
,Corticosterone,,,,,,,,,,
,Columba livia,,,,,,,,,,
,Acridotheres tristis,,,,,,,,,,
,Psittacula krameri,,,,,,,,,,
,Vitamin-C regulation,,,,,,,,,,
TD-00719,"Maitra, S. K.",1982,Regulation of gonadal cycle in male Blossom-headed Parakeet Psittacula cyanocephala through interactions of adrenocortico-medullary system and photoperiod,Department of Zoology,Calcutta,University of Calcutta,122,Ph.D.,TD-00719,Gonadal regulation,
,Blossom-headed Parakeet,,,,,,,,,,
,Psittacula cyanocephala,,,,,,,,,,
,Adrenocortical metabolism,,,,,,,,,,
,Photoperiod,,,,,,,,,,
,Adreno-medullar activity,,,,,,,,,,
,Endocrinology,,,,,,,,,,
,Avian physiology & anatomy,,,,,,,,,,
,Bird physiology,,,,,,,,,,
,Gonadal cycle,,,,,,,,,,
,Reproductive cycle,,,,,,,,,,
TD-00720,"Gupta, S. K.",1983,"Reproductive biology of Indian Pied Myna, Sturnus contra contra",Department of Zoology,Calcutta,University of Calcutta,156,Ph.D.,TD-00720,Pied Starling,
,Indian Pied Myna,,,,,,,,,,
,Sturnus contra contra,,,,,,,,,,
,Gonadal activity,,,,,,,,,,
,Reproductive cycle,,,,,,,,,,
,Gonadal growth,,,,,,,,,,
,Reproductive biology,,,,,,,,,,
,Avian physiology & anatomy,,,,,,,,,,
,Bird physiology,,,,,,,,,,
TD-00721,"Saha, S.",1984,Reproductive histophysiology and control through chemosterilization of an avian pest Lonchura malabarica,Department of Zoology,Calcutta,University of Calcutta,83,Ph.D.,TD-00721,Histology,
,Histochemical studies,,,,,,,,,,
,Endocrinology,,,,,,,,,,
,Avian physiology,,,,,,,,,,
,Silver Munia,,,,,,,,,,
,Lonchura malabarica,,,,,,,,,,
,Indian Silverbill,,,,,,,,,,
,Reproductive cycle,,,,,,,,,,
,Gonadal cycle,,,,,,,,,,
,Adreno-corticol system,,,,,,,,,,
,Gonadal activity,,,,,,,,,,
,Reproductive biology,,,,,,,,,,
,Avian physiology & anatomy,,,,,,,,,,
,Adreno-medullar system,,,,,,,,,,
TD-00722,"Lahiri, P.",1971,Role of avian adrenal medulla in thermal (heat) stress,Department of Zoology,Calcutta,University of Calcutta,155,Ph.D.,TD-00722,Endocrinology,
,Avian physiology,,,,,,,,,,
,Avian physiology & anatomy,,,,,,,,,,
,Adreno-medullar system,,,,,,,,,,
,Blue Rock Pigeon,,,,,,,,,,
,Columba livia,,,,,,,,,,
,Stress effects,,,,,,,,,,
,Glycemic homeostasis,,,,,,,,,,
,Stress response,,,,,,,,,,
,Gallus domesticus,,,,,,,,,,
,Corvus splendens,,,,,,,,,,
,Coturnix coturnix,,,,,,,,,,
,Egretta garzetta,,,,,,,,,,
,Owls,,,,,,,,,,
,Waterbirds,,,,,,,,,,
,Kingfishers,,,,,,,,,,
,Acridotheres tristis,,,,,,,,,,
TD-00723,"Choudhury, S.",1985,Studies of seasonal gonadal cycle and its endocrine relationship in an avian pest,Department of Zoology,Calcutta,University of Calcutta,142,Ph.D.,TD-00723,Endocrinology,
,Avian physiology,,,,,,,,,,
,Avian physiology & anatomy,,,,,,,,,,
,Gonadal cycle,,,,,,,,,,
,Indian Treepie,,,,,,,,,,
,Dendrocitta vagabunda,,,,,,,,,,
,Rufous Treepie,,,,,,,,,,
,Histology,,,,,,,,,,
,Gonadal activity,,,,,,,,,,
,Adreno-medullar activity,,,,,,,,,,
,Adreno-corticol system,,,,,,,,,,
,Glycemic homeostasis,,,,,,,,,,
TD-00724,"Ray, I.",1961,Cellular endocrinology of the avian suprarenal medulla,Department of Zoology,Calcutta,University of Calcutta,74,Ph.D.,TD-00724,Endocrinology,
,Avian physiology,,,,,,,,,,
,Avian physiology & anatomy,,,,,,,,,,
,Adreno-medullary activity,,,,,,,,,,
,Methylation,,,,,,,,,,
TD-00725,"Gandhi, N.",2012,Study of terrestrial birds with special reference to insects as their food base around three reservoirs in central Gujarat,Department of Zoology,Vadodara,Maharaja Sayajirao University of Baroda,298+Ref,Ph.D.,TD-00725,Insectivory,
,Wetland ecosystem,,,,,,,,,,
,Species abundance,,,,,,,,,,
,Species richness,,,,,,,,,,
,Species evenness,,,,,,,,,,
,Seasonal changes,,,,,,,,,,
